Zip Code,City
61291,FINSPÅNG
61293,FINSPÅNG
61282,FINSPÅNG
61295,FINSPÅNG
61300,OXELÖSUND
61310,OXELÖSUND
61311,OXELÖSUND
61321,OXELÖSUND
61324,OXELÖSUND
61323,OXELÖSUND
61333,OXELÖSUND
61335,OXELÖSUND
61337,OXELÖSUND
19300,SIGTUNA
61338,OXELÖSUND
61351,OXELÖSUND
61380,OXELÖSUND
61420,SÖDERKÖPING
61421,SÖDERKÖPING
19400,UPPLANDS VÄSBY
19403,UPPLANDS VÄSBY
61431,SÖDERKÖPING
61480,SÖDERKÖPING
61433,SÖDERKÖPING
61482,SÖDERKÖPING
61492,SÖDERKÖPING
61495,SÖDERKÖPING
61494,SÖDERKÖPING
61498,SANKT ANNA
61521,VALDEMARSVIK
55192,JÖNKÖPING
55195,JÖNKÖPING
55303,JÖNKÖPING
55309,JÖNKÖPING
55314,JÖNKÖPING
55317,JÖNKÖPING
54600,KARLSBORG
55322,JÖNKÖPING
55331,JÖNKÖPING
55334,JÖNKÖPING
55338,JÖNKÖPING
55446,JÖNKÖPING
55449,JÖNKÖPING
55453,JÖNKÖPING
55458,JÖNKÖPING
55464,JÖNKÖPING
55473,JÖNKÖPING
54699,KARLSBORG
54700,GULLSPÅNG
55594,JÖNKÖPING
54703,SKAGERSVIK
55612,JÖNKÖPING
55625,JÖNKÖPING
55631,JÖNKÖPING
55650,JÖNKÖPING
55810,JÖNKÖPING
56028,LEKERYD
56042,SANDHEM
56105,HUSKVARNA
56124,HUSKVARNA
56132,HUSKVARNA
56136,HUSKVARNA
56141,HUSKVARNA
56146,HUSKVARNA
56151,HUSKVARNA
56183,HUSKVARNA
56195,LEKERYD
56201,NORRAHAMMAR
56222,NORRAHAMMAR
56230,NORRAHAMMAR
56240,TABERG
55007,JÖNKÖPING
56280,NORRAHAMMAR
56320,GRÄNNA
56331,GRÄNNA
56393,GRÄNNA
14649,TULLINGE
55102,JÖNKÖPING
17552,JÄRFÄLLA
17556,JÄRFÄLLA
17563,JÄRFÄLLA
17566,JÄRFÄLLA
17571,JÄRFÄLLA
17577,JÄRFÄLLA
17584,JÄRFÄLLA
17589,JÄRFÄLLA
17627,JÄRFÄLLA
55160,JÖNKÖPING
17672,JÄRFÄLLA
17676,JÄRFÄLLA
55188,JÖNKÖPING
17701,JÄRFÄLLA
17721,JÄRFÄLLA
56422,BANKERYD
55211,JÖNKÖPING
55230,JÖNKÖPING
55241,JÖNKÖPING
55242,JÖNKÖPING
55244,JÖNKÖPING
55245,JÖNKÖPING
55246,JÖNKÖPING
55253,JÖNKÖPING
55249,JÖNKÖPING
55258,JÖNKÖPING
55259,JÖNKÖPING
55263,JÖNKÖPING
55261,JÖNKÖPING
56428,BANKERYD
56434,BANKERYD
56520,MULLSJÖ
56524,MULLSJÖ
56529,MULLSJÖ
56576,BOTTNARYD
56593,MULLSJÖ
56601,HABO
97721,LULEÅ
97753,LULEÅ
97775,LULEÅ
98010,VITTANGI
45144,UDDEVALLA
45152,UDDEVALLA
45160,UDDEVALLA
45170,UDDEVALLA
45175,UDDEVALLA
45178,FISKEBÄCKSKIL
45183,UDDEVALLA
45192,UDDEVALLA
45197,UDDEVALLA
45205,SYDKOSTER
97393,ÖVERTORNEÅ
45223,STRÖMSTAD
45232,STRÖMSTAD
45236,STRÖMSTAD
45240,STRÖMSTAD
45260,SKEE
45281,STRÖMSTAD
45292,STRÖMSTAD
45296,STRÖMSTAD
45318,LYSEKIL
45324,LYSEKIL
45331,LYSEKIL
45334,LYSEKIL
45338,LYSEKIL
45350,LYSEKIL
45393,LYSEKIL
97553,LULEÅ
45421,BRASTAD
45491,BRASTAD
45494,BRASTAD
45522,MUNKEDAL
45531,MUNKEDAL
45535,MUNKEDAL
45581,MUNKEDAL
45592,MUNKEDAL
45598,DINGLE
45622,KUNGSHAMN
45626,HUNNEBOSTRAND
45634,KUNGSHAMN
45644,VÄJERN
98021,JUKKASJÄRVI
56623,HABO
98024,ABISKO
98028,RIKSGRÄNSEN
98025,RIKSGRÄNSEN
98100,KIRUNA
98120,KIRUNA
53140,LIDKÖPING
53143,LIDKÖPING
10000,STOCKHOLM
53153,LIDKÖPING
10010,STH BAN
10014,STOCKHOLM
53157,LIDKÖPING
53171,VINNINGA
53182,KÄLLBY
53188,LIDKÖPING
10058,STOCKHOLM SKANSEN
53194,JÄRPÅS
53198,LIDKÖPING
53220,SKARA
53224,SKARA
53232,SKARA
53235,SKARA
53238,SKARA
53280,SKARA
53289,SKARA
53295,SKARA
53303,KÄLLBY
53322,GÖTENE
53331,GÖTENE
53372,LUNDSBRUNN
53381,KÄLLBY
53393,KÄLLBY
53397,GÖTENE
17585,JÄRFÄLLA
17600,JÄRFÄLLA
17669,JÄRFÄLLA
17673,JÄRFÄLLA
17677,JÄRFÄLLA
17710,JÄRFÄLLA
17722,JÄRFÄLLA
17725,JÄRFÄLLA
56424,BANKERYD
56433,BANKERYD
56491,BANKERYD
56521,MULLSJÖ
56525,MULLSJÖ
56532,MULLSJÖ
56534,MULLSJÖ
56592,MULLSJÖ
56597,BOTTNARYD
10340,STOCKHOLM
10343,STOCKHOLM
10352,STOCKHOLM
56621,HABO
56628,HABO
56634,HABO
10371,STOCKHOLM
56636,HABO
56720,VAGGERYD
10381,STOCKHOLM
56722,VAGGERYD
56731,VAGGERYD
56792,VAGGERYD
56821,SKILLINGARYD
10401,STOCKHOLM
56824,SKILLINGARYD
56832,SKILLINGARYD
57001,RÖRVIK
57010,KORSBERGA
57015,HOLSBYBRUNN
57023,ANNEBERG
57031,INGATORP
57060,YDRE
57072,FAGERHULT
57081,JÄRNFORSEN
57083,ROSENFORS
57100,NÄSSJÖ
57106,BODAFORS
57122,NÄSSJÖ
57125,NÄSSJÖ
57132,NÄSSJÖ
57136,NÄSSJÖ
57140,NÄSSJÖ
57161,BODAFORS
57164,SANDSJÖFORS
57167,BODAFORS
57175,FREDRIKSDAL
57180,NÄSSJÖ
57184,NÄSSJÖ
57193,NÄSSJÖ
57197,FORSERUM
57205,FIGEHOLM
57221,OSKARSHAMN
17520,JÄRFÄLLA
57225,OSKARSHAMN
57229,OSKARSHAMN
57233,OSKARSHAMN
57236,OSKARSHAMN
57241,OSKARSHAMN
57251,OSKARSHAMN
57258,OSKARSHAMN
57263,OSKARSHAMN
57291,OSKARSHAMN
57296,FÅRBO
57320,TRANÅS
57323,TRANÅS
57329,TRANÅS
57334,TRANÅS
57339,TRANÅS
57343,TRANÅS
57373,SUNHULTSBRUNN
57391,TRANÅS
57395,YDRE
57399,TRANÅS
57421,VETLANDA
57428,VETLANDA
57434,VETLANDA
57437,VETLANDA
57325,TRANÅS
57328,TRANÅS
57331,TRANÅS
57333,TRANÅS
57335,TRANÅS
57337,TRANÅS
57338,TRANÅS
57340,TRANÅS
57342,TRANÅS
57361,SOMMEN
57381,TRANÅS
57383,TRANÅS
57392,TRANÅS
57394,YDRE
57396,TRANÅS
57398,TRANÅS
57401,VETLANDA
57402,EKENÄSSJÖN
57422,VETLANDA
20526,MALMÖ
20531,MALMÖ
20538,MALMÖ
20542,MALMÖ
20547,MALMÖ
20556,MALMÖ
20560,MALMÖ
20574,MALMÖ
20578,MALMÖ
20581,MALMÖ
20701,MALMÖ
20705,MALMÖ
20709,MALMÖ
20713,MALMÖ
20717,MALMÖ
57423,VETLANDA
57433,VETLANDA
57432,VETLANDA
57436,VETLANDA
57438,VETLANDA
57440,VETLANDA
12103,JOHANNESHOV
46397,PRÄSSEBO
46406,BRÅLANDA
46423,MELLERUD
46433,MELLERUD
46461,BRÅLANDA
46465,BRÅLANDA
46480,MELLERUD
46491,DALS ROSTOCK
46495,DALSKOG
46530,NOSSEBRO
45781,TANUMSHEDE
46582,NOSSEBRO
46595,NOSSEBRO
45800,FÄRGELANDA
46601,SOLLEBRUNN
46630,SOLLEBRUNN
46691,SOLLEBRUNN
46695,SOLLEBRUNN
46722,GRÄSTORP
46731,GRÄSTORP
46780,GRÄSTORP
46791,GRÄSTORP
46795,GRÄSTORP
46821,VARGÖN
45900,LJUNGSKILE
46833,VARGÖN
46890,VÄNERSNÄS
47102,RÖNNÄNG
47106,MYGGENÄS
47113,ÅSTOL
47116,MYGGENÄS
47122,SKÄRHAMN
47131,SKÄRHAMN
47144,ÅSTOL
46060,VARGÖN
46061,OREBERG
47170,HÖVIKSNÄS
47173,HJÄLTEBY
47190,KYRKESUND
46103,TROLLHÄTTAN
47194,KÅLLEKÄRR
47196,BLEKET
46120,TROLLHÄTTAN
20721,MALMÖ
47221,SVANESUND
50897,BORÅS
51011,KUNGSÄTER
51022,HYSSNA
51054,BRÄMHULT
51090,LIMMARED
51102,SKENE
51110,FRITSLA
51124,KINNA
51142,KINNAHULT
51156,KINNA
51162,SKENE
51169,SÄTILA
51174,SKEPHULT
51182,KINNA
51193,TORESTORP
51197,HAJOM
51199,SÄTILA
51222,SVENLJUNGA
51251,SVENLJUNGA
51260,ÖVERLIDA
98042,ULLATTI
98060,KORPILOMBOLO
98064,MUODOSLOMPOLO
98103,KIRUNA
98115,KIRUNA
46189,TROLLHÄTTAN
98117,KIRUNA
98124,KIRUNA
98131,KIRUNA
98135,KIRUNA
98139,KIRUNA
98143,KIRUNA
98147,KIRUNA
98183,KIRUNA
98187,KIRUNA
46226,VÄNERSBORG
15190,SÖDERTÄLJE
98194,RIKSGRÄNSEN
98203,GÄLLIVARE
15203,SÖDERTÄLJE
98207,NATTAVAARABY
98231,GÄLLIVARE
98235,GÄLLIVARE
98239,GÄLLIVARE
50590,BORÅS
98282,GÄLLIVARE
98320,MALMBERGET
98322,MALMBERGET
98332,MALMBERGET
98336,MALMBERGET
98383,MALMBERGET
98421,PAJALA
98431,PAJALA
98494,LOVIKKA
37332,NÄTTRABY
84391,BRÄCKE
28946,Glimåkra
83795,UNDERSÅKER
33377,BURSERYD
84562,Svenstavik
51700,BOLLEBYGD
57442,VETLANDA
57441,VETLANDA
57450,EKENÄSSJÖN
57474,RAMKVILLA
57480,VETLANDA
57485,VETLANDA
57491,VETLANDA
57492,VETLANDA
57494,VETLANDA
57495,BJÖRKÖBY
57497,VETLANDA
57498,NYE
10001,STOCKHOLM BAN
57496,VETLANDA
10018,STOCKHOLM
10027,STOCKHOLM
57520,EKSJÖ
10045,STOCKHOLM
10053,STOCKHOLM
57521,EKSJÖ
10071,STOCKHOLM
10090,STOCKHOLM
57522,EKSJÖ
57528,EKSJÖ
57531,EKSJÖ
57532,EKSJÖ
57535,EKSJÖ
57534,EKSJÖ
57536,EKSJÖ
57538,EKSJÖ
57539,EKSJÖ
57581,EKSJÖ
57576,FÅRBO
57582,EKSJÖ
12110,STOCKHOLM-GLOBEN
57585,EKSJÖ
57591,EKSJÖ
57592,HULT
57594,EKSJÖ
57595,EKSJÖ
57601,SÄVSJÖ
57620,SÄVSJÖ
57622,SÄVSJÖ
12141,JOHANNESHOV
57621,SÄVSJÖ
57624,SÄVSJÖ
57631,SÄVSJÖ
57625,SÄVSJÖ
12159,JOHANNESHOV
57633,SÄVSJÖ
12168,JOHANNESHOV
12172,JOHANNESHOV
57636,SÄVSJÖ
57635,SÄVSJÖ
12202,ENSKEDE
12220,ENSKEDE
12222,ENSKEDE
57691,SÄVSJÖ
57692,SÄVSJÖ
57701,HULTSFRED
57702,SILVERDALEN
12250,ENSKEDE
12253,ENSKEDE
12257,ENSKEDE
57721,HULTSFRED
12285,ENSKEDE
12289,ENSKEDE
12302,FARSTA
57723,HULTSFRED
57722,HULTSFRED
57725,HULTSFRED
57726,HULTSFRED
57732,HULTSFRED
57730,HULTSFRED
57733,HULTSFRED
57734,HULTSFRED
57735,HULTSFRED
53421,VARA
53430,VARA
12364,FARSTA
53462,LARV
53482,VARA
53491,VARA
53501,KVÄNUM
53522,KVÄNUM
12434,BANDHAGEN
12437,BANDHAGEN
12441,BANDHAGEN
12445,BANDHAGEN
53530,KVÄNUM
54017,LERDALA
54070,HOVA
54105,SKÖVDE
54112,SKÖVDE
54125,SKÖVDE
54129,SKÖVDE
54133,SKÖVDE
54137,SKÖVDE
54140,SKÖVDE
54146,SKÖVDE
54149,SKÖVDE
54154,SKÖVDE
54156,SKÖVDE
12537,ÄLVSJÖ
54165,SKÖVDE
54176,VÄRING
54184,SKÖVDE
54191,SKÖVDE
54194,SKÖVDE
54221,MARIESTAD
54224,MARIESTAD
12601,HÄGERSTEN
54230,MARIESTAD
54236,MARIESTAD
54243,MARIESTAD
54273,MARIESTAD
54286,MARIESTAD
54291,TORSÖ
54301,TIBRO
15201,STRÄNGNÄS
15521,NYKVARN
15532,NYKVARN
15580,NYKVARN
15594,NYKVARN
16103,BROMMA
16111,BROMMA
16124,BROMMA
15246,SÖDERTÄLJE
16130,BROMMA
16132,BROMMA
16133,BROMMA
16135,BROMMA
16136,BROMMA
16139,BROMMA
16141,BROMMA
16143,BROMMA
16145,BROMMA
16149,BROMMA
16150,BROMMA
16153,BROMMA
16152,BROMMA
16157,BROMMA
16158,BROMMA
16169,BROMMA
16170,BROMMA
16186,STOCKHOLM
16184,BROMMA
16202,VÄLLINGBY
15500,NYKVARN
15400,GNESTA
16206,VÄLLINGBY
16215,VÄLLINGBY
16216,STOCKHOLM
16223,VÄLLINGBY
16222,VÄLLINGBY
16227,VÄLLINGBY
16226,VÄLLINGBY
16245,VÄLLINGBY
16010,ULVSUNDA
15600,VAGNHÄRAD
16100,BROMMA
16244,VÄLLINGBY
54322,TIBRO
16254,VÄLLINGBY
16106,BROMMA
16256,VÄLLINGBY
16110,BROMMA
16257,VÄLLINGBY
16258,VÄLLINGBY
16260,VÄLLINGBY
16262,VÄLLINGBY
16120,BROMMA
16263,VÄLLINGBY
16264,VÄLLINGBY
16266,VÄLLINGBY
16265,VÄLLINGBY
16268,VÄLLINGBY
16273,VÄLLINGBY
16270,VÄLLINGBY
16271,VÄLLINGBY
16274,VÄLLINGBY
16283,VÄLLINGBY
16280,VÄLLINGBY
16289,STOCKHOLM
16287,STOCKHOLM
16300,SPÅNGA
16305,SPÅNGA
16308,SPÅNGA
16304,SPÅNGA
16310,SPÅNGA
16319,SPÅNGA
16320,SPÅNGA
16183,BROMMA
16329,SPÅNGA
16340,SPÅNGA
16342,SPÅNGA
16190,BROMMA
16200,VÄLLINGBY
16203,VÄLLINGBY
16205,VÄLLINGBY
16204,VÄLLINGBY
55185,JÖNKÖPING
55189,JÖNKÖPING
55193,JÖNKÖPING
55302,JÖNKÖPING
55308,JÖNKÖPING
55312,JÖNKÖPING
55316,JÖNKÖPING
55320,JÖNKÖPING
55323,JÖNKÖPING
55332,JÖNKÖPING
55336,JÖNKÖPING
55339,JÖNKÖPING
55439,JÖNKÖPING
55448,JÖNKÖPING
55452,JÖNKÖPING
55457,JÖNKÖPING
55463,JÖNKÖPING
55472,JÖNKÖPING
55592,JÖNKÖPING
55610,JÖNKÖPING
55614,JÖNKÖPING
55627,JÖNKÖPING
55632,JÖNKÖPING
55800,JÖNKÖPING
56027,TENHULT
56034,VISINGSÖ
56104,HUSKVARNA
56123,HUSKVARNA
56125,HUSKVARNA
56133,HUSKVARNA
52100,FALKÖPING
56139,HUSKVARNA
56143,HUSKVARNA
52119,FALKÖPING
56148,HUSKVARNA
56182,HUSKVARNA
56191,HUSKVARNA
56196,LEKERYD
56220,NORRAHAMMAR
56223,NORRAHAMMAR
56231,NORRAHAMMAR
56241,TABERG
53420,VARA
53424,VARA
53432,VARA
53461,VEDUM
53473,STORA LEVENE
53490,VARA
53494,VARA
53520,KVÄNUM
53524,KVÄNUM
53593,KVÄNUM
54018,TIDAN
54066,SJÖTORP
54101,SKÖVDE
54118,SKÖVDE
54122,SKÖVDE
54126,SKÖVDE
54131,SKÖVDE
54135,SKÖVDE
54139,SKÖVDE
52200,TIDAHOLM
54143,SKÖVDE
54147,SKÖVDE
54151,SKÖVDE
54157,SKÖVDE
54163,SKÖVDE
54170,SKÖVDE
54180,SKÖVDE
54186,SKÖVDE
52244,LUND
54192,SKÖVDE
54198,VÄRSÅS
54218,MARIESTAD
54223,MARIESTAD
54232,MARIESTAD
52303,ÅSUNDEN
54234,MARIESTAD
54241,MARIESTAD
54245,MARIESTAD
54275,MARIESTAD
54287,MARIESTAD
54292,MARIESTAD
54295,MARIESTAD
94591,NORRFJÄRDEN
94620,ROKNÄS
94640,SVENSBYN
95040,TÖRE
95053,KARLSBORGSVERKEN
95095,JUOKSENGI
95220,KALIX
95227,KALIX
95234,KALIX
95242,KALIX
95250,KALIX-NYBORG
95263,KALIX
95272,SANGIS
95283,KARLSBORGSVERKEN
95295,BÅTSKÄRSNÄS
95321,HAPARANDA
94200,ÄLVSBYN
95331,HAPARANDA
95335,HAPARANDA
95385,HAPARANDA
95394,SESKARÖ
95421,GAMMELSTAD
95431,GAMMELSTAD
95434,GAMMELSTAD
95501,RÅNEÅ
95531,RÅNEÅ
95595,NIEMISEL
95620,ÖVERKALIX
95681,ÖVERKALIX
95693,ÖVERKALIX
95721,ÖVERTORNEÅ
95732,ÖVERTORNEÅ
95793,PELLO
96024,HARADS
96046,PORJUS
94300,ÖJEBYN
96103,BODEN
96122,BODEN
96135,BODEN
96139,BODEN
96143,BODEN
96148,BODEN
96161,BODEN
54321,TIBRO
45660,HUNNEBOSTRAND
45692,HUNNEBOSTRAND
45702,GREBBESTAD
45721,TANUMSHEDE
45728,HAMBURGSUND
45740,FJÄLLBACKA
45745,HAMBURGSUND
45748,HAMBURGSUND
45755,RABBALSHEDE
45773,HAVSTENSSUND
45792,TANUMSHEDE
45796,LUR
45820,FÄRGELANDA
45831,FÄRGELANDA
45880,FÄRGELANDA
45893,FÄRGELANDA
45901,LJUNGSKILE
95022,BRÄNDÖN
45930,LJUNGSKILE
95051,KALIX
45940,LJUNGSKILE
95061,SVARTBYN
95064,RÖDUPP
95070,LANSJÄRV
95082,NIKKALA
95085,LAPPTRÄSK
45991,LJUNGSKILE
46011,NYGÅRD
95098,PELLO
95102,LULEÅ
95103,LULEÅ
95107,LULEÅ
95106,LULEÅ
95110,LULEÅ
55265,JÖNKÖPING
55269,JÖNKÖPING
55275,JÖNKÖPING
56632,HABO
56691,HABO
56721,VAGGERYD
56724,VAGGERYD
56732,VAGGERYD
56801,SKILLINGARYD
56822,SKILLINGARYD
56830,SKILLINGARYD
56891,SKILLINGARYD
57002,STOCKARYD
57013,MYRESJÖ
57020,BODAFORS
57030,MARIANNELUND
57034,BRUZAHOLM
57062,YDRE
57080,VIRSERUM
57091,KRISTDALA
57102,NÄSSJÖ
57110,NÄSSJÖ
57121,NÄSSJÖ
57129,NÄSSJÖ
57133,NÄSSJÖ
57137,NÄSSJÖ
57141,NÄSSJÖ
57162,BODAFORS
57172,ORMARYD
57176,SOLBERGA
57181,NÄSSJÖ
57185,NÄSSJÖ
57192,NÄSSJÖ
57201,OSKARSHAMN
57204,OSKARSHAMN
57222,OSKARSHAMN
57227,OSKARSHAMN
57231,OSKARSHAMN
57235,OSKARSHAMN
57250,OSKARSHAMN
57257,OSKARSHAMN
57262,OSKARSHAMN
57283,OSKARSHAMN
57295,FIGEHOLM
57322,TRANÅS
57326,TRANÅS
57332,TRANÅS
12107,STOCKHOLM-GLOBEN
57336,TRANÅS
57341,TRANÅS
57382,TRANÅS
54332,TIBRO
54336,TIBRO
54351,TIBRO
54394,TIBRO
54420,HJO
54431,HJO
54492,HJO
54502,ÄLGARÅS
54522,TÖREBODA
54532,TÖREBODA
12160,JOHANNESHOV
54592,ÄLGARÅS
12167,JOHANNESHOV
12169,JOHANNESHOV
12173,JOHANNESHOV
54602,MÖLLTORP
54620,KARLSBORG
12201,ENSKEDE
54632,KARLSBORG
12221,ENSKEDE
54681,KARLSBORG
12236,ENSKEDE
54691,KARLSBORG
54694,UNDENÄS
54724,GULLSPÅNG
12251,ENSKEDE
12252,ENSKEDE
12256,ENSKEDE
54772,OTTERBÄCKEN
12274,ENSKEDE
54792,GULLSPÅNG
54802,LYRESTAD
54831,HOVA
54874,GÅRDSJÖ
54901,TIDAN
98200,SVAPPAVAARA
14654,TULLINGE
14702,TUMBA
14721,TUMBA
14730,TUMBA
14732,TUMBA
14740,TUMBA
14744,TUMBA
14751,TUMBA
14755,TUMBA
14762,UTTRAN
14781,TUMBA
14785,TUMBA
14802,SORUNDA
14825,MUSKÖ
14832,ÖSMO
14840,SEGERSÄNG
14880,MUSKÖ
14895,MUSKÖ
56070,ÖSTERBYMO
14901,NYNÄSHAMN
14920,NYNÄSHAMN
14931,NYNÄSHAMN
14933,NYNÄSHAMN
14950,NYNÄSHAMN
14980,NYNÄSHAMN
15021,MÖLNBO
15102,SÖDERTÄLJE
15109,SÖDERTÄLJE
15119,SÖDERTÄLJE
15123,SÖDERTÄLJE
15128,ENHÖRNA
15134,SÖDERTÄLJE
15138,SÖDERTÄLJE
15145,SÖDERTÄLJE
15150,ENHÖRNA
15153,SÖDERTÄLJE
15156,SÖDERTÄLJE
15162,SÖDERTÄLJE
15166,SÖDERTÄLJE
15172,SÖDERTÄLJE
15183,SÖDERTÄLJE
15188,SÖDERTÄLJE
57194,NÄSSJÖ
57195,NÄSSJÖ
57200,OSKARSHAMN
56500,MULLSJÖ
57202,OSKARSHAMN
57206,FÅRBO
57220,OSKARSHAMN
57223,OSKARSHAMN
57224,OSKARSHAMN
57226,OSKARSHAMN
57228,OSKARSHAMN
57230,OSKARSHAMN
57232,OSKARSHAMN
57234,OSKARSHAMN
57237,OSKARSHAMN
57242,OSKARSHAMN
57240,OSKARSHAMN
57255,OSKARSHAMN
57256,OSKARSHAMN
57260,OSKARSHAMN
57261,OSKARSHAMN
57014,NYE
57275,FIGEHOLM
57276,FÅRBO
57292,OSKARSHAMN
57293,OSKARSHAMN
57301,TRANÅS
57093,FIGEHOLM
57321,TRANÅS
57302,SOMMEN
57324,TRANÅS
17550,JÄRFÄLLA
17553,JÄRFÄLLA
17554,JÄRFÄLLA
17557,JÄRFÄLLA
17561,JÄRFÄLLA
17562,JÄRFÄLLA
17565,JÄRFÄLLA
10481,STOCKHOLM
10489,STOCKHOLM
17567,JÄRFÄLLA
17569,JÄRFÄLLA
17573,JÄRFÄLLA
36303,LAMMHULT
84398,SÖRBYGDEN
84420,HAMMARSTRAND
84423,KÄLARNE
84497,KÄLARNE
98288,GÄLLIVARE
98285,GÄLLIVARE
98402,PAJALA
98610,KORPILOMBOLO
17570,JÄRFÄLLA
17576,JÄRFÄLLA
17575,JÄRFÄLLA
17580,JÄRFÄLLA
17581,JÄRFÄLLA
17588,JÄRFÄLLA
17587,JÄRFÄLLA
14030,UTTRAN
14041,SORUNDA
14042,STORA VIKA
54905,MOHOLM
54931,TIDAN
55001,JÖNKÖPING
55004,JÖNKÖPING
55010,JÖNKÖPING
55103,JÖNKÖPING
55113,JÖNKÖPING
55117,JÖNKÖPING
55120,JÖNKÖPING
55121,JÖNKÖPING
55126,JÖNKÖPING
55127,JÖNKÖPING
55181,JÖNKÖPING
55180,JÖNKÖPING
55186,JÖNKÖPING
55184,JÖNKÖPING
55190,JÖNKÖPING
55191,JÖNKÖPING
55199,JÖNKÖPING
55300,JÖNKÖPING
55305,JÖNKÖPING
55307,JÖNKÖPING
55310,JÖNKÖPING
55311,JÖNKÖPING
55313,JÖNKÖPING
55315,JÖNKÖPING
55321,JÖNKÖPING
55318,JÖNKÖPING
55324,JÖNKÖPING
55330,JÖNKÖPING
55333,JÖNKÖPING
55335,JÖNKÖPING
55337,JÖNKÖPING
55400,JÖNKÖPING
55438,JÖNKÖPING
17800,EKERÖ
54331,TIBRO
54335,TIBRO
54381,TIBRO
54392,TIBRO
10527,STOCKHOLM
54401,HJO
54430,HJO
54450,HJO
10551,STOCKHOLM
54493,HJO
54520,TÖREBODA
54523,TÖREBODA
54533,TÖREBODA
54572,ÄLGARÅS
54593,TÖREBODA
54618,KARLSBORG
54623,KARLSBORG
54633,KARLSBORG
54673,FORSVIK
54683,KARLSBORG
54695,KARLSBORG
54720,GULLSPÅNG
54725,GULLSPÅNG
54781,OTTERBÄCKEN
54793,SKAGERSVIK
54820,HOVA
54873,LYRESTAD
54893,LYRESTAD
54904,MOHOLM
54921,TIDAN
54992,MOHOLM
55003,JÖNKÖPING
55008,JÖNKÖPING
55012,JÖNKÖPING
55110,JÖNKÖPING
55114,JÖNKÖPING
55119,JÖNKÖPING
55123,JÖNKÖPING
55140,JÖNKÖPING
55183,JÖNKÖPING
55187,JÖNKÖPING
57737,HULTSFRED
57738,HULTSFRED
57739,HULTSFRED
57751,SILVERDALEN
57790,VENA
57792,VENA
57791,HULTSFRED
57794,LÖNNEBERGA
57801,ANEBY
57821,ANEBY
57820,ANEBY
57823,ANEBY
57824,ANEBY
57825,ANEBY
57831,ANEBY
57833,ANEBY
57874,FRINNARYD
57875,FLISBY
57892,ANEBY
57893,ANEBY
57894,ANEBY
57901,HÖGSBY
57921,HÖGSBY
57920,HÖGSBY
57922,HÖGSBY
57930,HÖGSBY
57931,HÖGSBY
57932,HÖGSBY
57933,HÖGSBY
57940,BERGA
57990,BERGA
57991,BOCKARA
57993,GRÖNSKÅRA
57992,HÖGSBY
58002,LINKÖPING
58003,LINKÖPING
58005,LINKÖPING
58007,LINKÖPING
58008,LINKÖPING
58009,LINKÖPING
58010,LINKÖPING
58015,LINKÖPING
58013,LINKÖPING
58014,LINKÖPING
19532,MÄRSTA
19536,MÄRSTA
19543,MÄRSTA
19547,MÄRSTA
19553,MÄRSTA
19558,MÄRSTA
19565,STENINGEHÖJDEN
19572,ROSERSBERG
19584,MÄRSTA
19591,MÄRSTA
19596,ROSERSBERG
19603,KUNGSÄNGEN
19623,KUNGSÄNGEN
19631,KUNGSÄNGEN
19635,KUNGSÄNGEN
19638,KUNGSÄNGEN
19681,KUNGSÄNGEN
19693,KUNGSÄNGEN
19721,BRO
19732,BRO
18025,INGMARSÖ
19736,BRO
19793,BRO
18108,LIDINGÖ
20004,MALMÖ
20011,MALMÖ
20025,MALMÖ
20039,MALMÖ
20042,MALMÖ
20049,MALMÖ
20070,MALMÖ
20074,MALMÖ
20121,MALMÖ
20126,MALMÖ
20211,MALMÖ
20219,MALMÖ
20223,MALMÖ
20227,MALMÖ
20250,MALMÖ
20280,MALMÖ
20312,MALMÖ
58100,LINKÖPING
20725,MALMÖ
20794,MALMÖ
20800,MALMÖ
20803,MALMÖ
20807,MALMÖ
20811,MALMÖ
20813,MALMÖ
20815,MALMÖ
20820,MALMÖ
20824,MALMÖ
20828,MALMÖ
20832,MALMÖ
20836,MALMÖ
20840,MALMÖ
20843,MALMÖ
20847,MALMÖ
20851,MALMÖ
20854,MALMÖ
20859,MALMÖ
20862,MALMÖ
20866,MALMÖ
18210,STOCKSUND
20870,MALMÖ
20873,MALMÖ
20877,MALMÖ
20881,MALMÖ
20884,MALMÖ
20888,MALMÖ
20893,MALMÖ
20895,MALMÖ
20899,MALMÖ
60245,NORRKÖPING
60302,NORRKÖPING
60337,NORRKÖPING
18251,DJURSHOLM
60352,NORRKÖPING
60357,NORRKÖPING
60360,NORRKÖPING
60363,NORRKÖPING
60367,NORRKÖPING
60372,NORRKÖPING
12619,STOCKHOLM
12623,HÄGERSTEN
60376,NORRKÖPING
60378,NORRKÖPING
47231,SVANESUND
47294,SVANESUND
47298,ASKERÖN
47320,HENÅN
47323,HENÅN
47334,HENÅN
47393,HENÅN
47397,HENÅN
47403,GULLHOLMEN
47412,MOLLÖSUND
47420,ELLÖS
47423,ELLÖS
47471,GULLHOLMEN
47493,ELLÖS
47500,ÖCKERÖ
47511,HÄLSÖ
47515,KÄLLÖ-KNIPPLA
47520,ÖCKERÖ
46300,LILLA EDET
47525,HÖNÖ
47536,KALVSUND
47545,FOTÖ
47580,ÖCKERÖ
50005,BORÅS
50012,BORÅS
50101,BORÅS
50106,BORÅS
